Comando,Tipo,Regiao,Tamanho,Thread,Rodada,Init,Allocate,Mandelbrot,Write,Total
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 32 ,OMP,1,512,32,3,0.00002,0.00784,0.03271,0.00614,0.04670
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 32 ,PTH,1,512,32,3,0.00001,0.00640,0.03264,0.00670,0.04575
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 32 ,OMP,1,512,32,4,0.00002,0.00641,0.03499,0.00664,0.04806
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 32 ,PTH,1,512,32,4,0.00001,0.00627,0.03064,0.00667,0.04360
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 32 ,OMP,1,512,32,5,0.00002,0.00736,0.03251,0.00671,0.04660
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 32 ,PTH,1,512,32,5,0.00002,0.00615,0.03217,0.00602,0.04436
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 32 ,OMP,1,512,32,6,0.00001,0.00722,0.03687,0.00639,0.05050
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 32 ,PTH,1,512,32,6,0.00002,0.00613,0.03108,0.00660,0.04383
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 32 ,OMP,1,512,32,7,0.00001,0.00707,0.03739,0.00651,0.05098
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 32 ,PTH,1,512,32,7,0.00002,0.00658,0.03358,0.00631,0.04649
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 32 ,OMP,1,512,32,8,0.00001,0.00717,0.03456,0.00740,0.04914
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 32 ,PTH,1,512,32,8,0.00001,0.00611,0.03049,0.00767,0.04428
./mandelbrot_omp 0.175 0.375 -0.1 0.1 512 32 ,OMP,1,512,32,9,0.00002,0.00859,0.03661,0.00745,0.05266
./mandelbrot_pth 0.175 0.375 -0.1 0.1 512 32 ,PTH,1,512,32,9,0.00002,0.00818,0.03456,0.00775,0.05051
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 32 ,OMP,1,1024,32,0,0.00002,0.03237,0.15111,0.03171,0.21520
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 32 ,PTH,1,1024,32,0,0.00002,0.03033,0.14154,0.02627,0.19816
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 32 ,OMP,1,1024,32,1,0.00002,0.02593,0.15135,0.02877,0.20607
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 32 ,PTH,1,1024,32,1,0.00002,0.02958,0.15216,0.02839,0.21015
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 32 ,OMP,1,1024,32,2,0.00002,0.02642,0.15301,0.02696,0.20640
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 32 ,PTH,1,1024,32,2,0.00002,0.02976,0.15477,0.02824,0.21279
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 32 ,OMP,1,1024,32,3,0.00001,0.02916,0.15615,0.02686,0.21218
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 32 ,PTH,1,1024,32,3,0.00002,0.02998,0.14051,0.02688,0.19739
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 32 ,OMP,1,1024,32,4,0.00004,0.02723,0.14422,0.02813,0.19963
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 32 ,PTH,1,1024,32,4,0.00002,0.02686,0.13706,0.02643,0.19037
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 32 ,OMP,1,1024,32,5,0.00002,0.02764,0.15068,0.02955,0.20789
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 32 ,PTH,1,1024,32,5,0.00002,0.02725,0.13944,0.02760,0.19431
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 32 ,OMP,1,1024,32,6,0.00002,0.02896,0.14955,0.02803,0.20655
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 32 ,PTH,1,1024,32,6,0.00001,0.02460,0.10623,0.02541,0.15625
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 32 ,OMP,1,1024,32,7,0.00001,0.02408,0.10667,0.02470,0.15546
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 32 ,PTH,1,1024,32,7,0.00001,0.02237,0.09788,0.02355,0.14381
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 32 ,OMP,1,1024,32,8,0.00002,0.02379,0.10249,0.02613,0.15243
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 32 ,PTH,1,1024,32,8,0.00001,0.02224,0.09715,0.02270,0.14210
./mandelbrot_omp 0.175 0.375 -0.1 0.1 1024 32 ,OMP,1,1024,32,9,0.00001,0.02289,0.10191,0.02385,0.14867
./mandelbrot_pth 0.175 0.375 -0.1 0.1 1024 32 ,PTH,1,1024,32,9,0.00002,0.02192,0.10481,0.02318,0.14993
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 32 ,OMP,1,2048,32,0,0.00001,0.09911,0.41389,0.09124,0.60425
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 32 ,PTH,1,2048,32,0,0.00001,0.08395,0.39597,0.09113,0.57106
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 32 ,OMP,1,2048,32,1,0.00001,0.08784,0.43362,0.09232,0.61379
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 32 ,PTH,1,2048,32,1,0.00002,0.08765,0.39924,0.09158,0.57849
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 32 ,OMP,1,2048,32,2,0.00001,0.08924,0.43288,0.09124,0.61337
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 32 ,PTH,1,2048,32,2,0.00002,0.08389,0.41886,0.09230,0.59506
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 32 ,OMP,1,2048,32,3,0.00001,0.08679,0.41490,0.09213,0.59383
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 32 ,PTH,1,2048,32,3,0.00001,0.08418,0.41522,0.12406,0.62347
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 32 ,OMP,1,2048,32,4,0.00001,0.08921,0.40964,0.09361,0.59247
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 32 ,PTH,1,2048,32,4,0.00001,0.08568,0.40004,0.09242,0.57815
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 32 ,OMP,1,2048,32,5,0.00001,0.08749,0.41571,0.09189,0.59509
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 32 ,PTH,1,2048,32,5,0.00001,0.08538,0.38973,0.09494,0.57005
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 32 ,OMP,1,2048,32,6,0.00001,0.08461,0.41642,0.08837,0.58942
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 32 ,PTH,1,2048,32,6,0.00003,0.08120,0.37974,0.09094,0.55192
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 32 ,OMP,1,2048,32,7,0.00001,0.08805,0.40240,0.10201,0.59247
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 32 ,PTH,1,2048,32,7,0.00001,0.07966,0.40808,0.09298,0.58074
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 32 ,OMP,1,2048,32,8,0.00001,0.08677,0.42391,0.09014,0.60083
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 32 ,PTH,1,2048,32,8,0.00001,0.08274,0.39627,0.09755,0.57657
./mandelbrot_omp 0.175 0.375 -0.1 0.1 2048 32 ,OMP,1,2048,32,9,0.00001,0.08552,0.43704,0.11344,0.63601
./mandelbrot_pth 0.175 0.375 -0.1 0.1 2048 32 ,PTH,1,2048,32,9,0.00001,0.11527,0.45358,0.12054,0.68941
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 32 ,OMP,1,4096,32,0,0.00001,0.36804,1.67450,0.34967,2.39222
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 32 ,PTH,1,4096,32,0,0.00001,0.34199,1.66543,0.34883,2.35626
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 32 ,OMP,1,4096,32,1,0.00001,0.32276,1.67803,0.33890,2.33970
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 32 ,PTH,1,4096,32,1,0.00001,0.32692,1.58699,0.34208,2.25600
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 32 ,OMP,1,4096,32,2,0.00001,0.33166,1.63876,0.34223,2.31266
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 32 ,PTH,1,4096,32,2,0.00001,0.33398,1.61914,0.34947,2.30260
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 32 ,OMP,1,4096,32,3,0.00001,0.33421,1.65780,0.35369,2.34571
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 32 ,PTH,1,4096,32,3,0.00001,0.32828,1.60896,0.35594,2.29319
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 32 ,OMP,1,4096,32,4,0.00001,0.33923,1.63741,0.34631,2.32297
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 32 ,PTH,1,4096,32,4,0.00001,0.33153,1.59922,0.34226,2.27302
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 32 ,OMP,1,4096,32,5,0.00001,0.32432,1.65967,0.35843,2.34242
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 32 ,PTH,1,4096,32,5,0.00001,0.34541,1.81838,0.35288,2.51668
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 32 ,OMP,1,4096,32,6,0.00003,0.33750,1.67721,0.37298,2.38771
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 32 ,PTH,1,4096,32,6,0.00002,0.32215,1.60294,0.35387,2.27897
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 32 ,OMP,1,4096,32,7,0.00001,0.32923,1.60811,0.33632,2.27367
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 32 ,PTH,1,4096,32,7,0.00002,0.31754,1.55236,0.34547,2.21539
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 32 ,OMP,1,4096,32,8,0.00001,0.32110,1.57080,0.34383,2.23575
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 32 ,PTH,1,4096,32,8,0.00001,0.32636,1.62318,0.35166,2.30121
./mandelbrot_omp 0.175 0.375 -0.1 0.1 4096 32 ,OMP,1,4096,32,9,0.00001,0.32626,1.68503,0.35233,2.36363
./mandelbrot_pth 0.175 0.375 -0.1 0.1 4096 32 ,PTH,1,4096,32,9,0.00001,0.31711,1.58170,0.35025,2.24908
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 32 ,OMP,1,8192,32,0,0.00001,1.44703,6.55425,1.40336,9.40465
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 32 ,PTH,1,8192,32,0,0.00002,1.63961,6.46244,1.26550,9.36756
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 32 ,OMP,1,8192,32,1,0.00001,1.78342,6.50920,1.28771,9.58034
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 32 ,PTH,1,8192,32,1,0.00002,1.68190,6.42592,1.27561,9.38345
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 32 ,OMP,1,8192,32,2,0.00001,1.86904,6.50807,1.24299,9.62011
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 32 ,PTH,1,8192,32,2,0.00001,1.69711,6.38078,1.27308,9.35098
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 32 ,OMP,1,8192,32,3,0.00001,1.84380,6.41785,1.28895,9.55060
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 32 ,PTH,1,8192,32,3,0.00001,1.68421,6.39963,1.28415,9.36800
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 32 ,OMP,1,8192,32,4,0.00001,1.84863,6.44492,1.25878,9.55235
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 32 ,PTH,1,8192,32,4,0.00002,1.67860,6.39251,1.27985,9.35098
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 32 ,OMP,1,8192,32,5,0.00001,1.79419,6.40155,1.25648,9.45222
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 32 ,PTH,1,8192,32,5,0.00001,1.65073,6.39242,1.26323,9.30640
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 32 ,OMP,1,8192,32,6,0.00001,1.76115,6.50054,1.25509,9.51679
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 32 ,PTH,1,8192,32,6,0.00001,1.66685,6.37364,1.25935,9.29985
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 32 ,OMP,1,8192,32,7,0.00001,1.75338,6.37543,1.25813,9.38696
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 32 ,PTH,1,8192,32,7,0.00002,1.59144,6.36996,1.27417,9.23560
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 32 ,OMP,1,8192,32,8,0.00001,1.69386,6.49830,1.28598,9.47816
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 32 ,PTH,1,8192,32,8,0.00001,1.83859,6.35839,1.27856,9.47554
./mandelbrot_omp 0.175 0.375 -0.1 0.1 8192 32 ,OMP,1,8192,32,9,0.00001,1.68381,6.47631,1.23783,9.39797
./mandelbrot_pth 0.175 0.375 -0.1 0.1 8192 32 ,PTH,1,8192,32,9,0.00002,1.82386,6.34931,1.27081,9.44400
./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 1 ,OMP,2,16,1,0,0.00001,0.00000,0.00015,0.24865,0.24882
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,PTH,2,16,1,0,0.00002,0.00004,0.00052,0.00008,0.00065
./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 1 ,OMP,2,16,1,1,0.00001,0.00000,0.00016,0.00007,0.00024
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,PTH,2,16,1,1,0.00001,0.00003,0.00038,0.00008,0.00051
./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 1 ,OMP,2,16,1,2,0.00001,0.00001,0.00016,0.00008,0.00026
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,PTH,2,16,1,2,0.00001,0.00004,0.00040,0.00007,0.00052
./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 1 ,OMP,2,16,1,3,0.00001,0.00000,0.00016,0.00006,0.00024
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,PTH,2,16,1,3,0.00001,0.00003,0.00043,0.00007,0.00054
./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 1 ,OMP,2,16,1,4,0.00001,0.00000,0.00016,0.00006,0.00023
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,PTH,2,16,1,4,0.00001,0.00003,0.00037,0.00010,0.00052
./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 1 ,OMP,2,16,1,5,0.00001,0.00001,0.00017,0.00007,0.00027
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,PTH,2,16,1,5,0.00001,0.00003,0.00038,0.00007,0.00050
./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 1 ,OMP,2,16,1,6,0.00001,0.00001,0.00016,0.00011,0.00029
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,PTH,2,16,1,6,0.00002,0.00004,0.00042,0.00012,0.00060
./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 1 ,OMP,2,16,1,7,0.00001,0.00001,0.00016,0.00008,0.00025
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,PTH,2,16,1,7,0.00001,0.00003,0.00052,0.00010,0.00066
./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 1 ,OMP,2,16,1,8,0.00001,0.00000,0.00016,0.00006,0.00024
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,PTH,2,16,1,8,0.00001,0.00003,0.00043,0.00008,0.00056
./mandelbrot_omp -0.8 -0.7 0.05 0.15 16 1 ,OMP,2,16,1,9,0.00003,0.00000,0.00017,0.00007,0.00027
./mandelbrot_pth -0.8 -0.7 0.05 0.15 16 1 ,PTH,2,16,1,9,0.00001,0.00003,0.00044,0.00010,0.00058
./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 1 ,OMP,2,32,1,0,0.00001,0.00002,0.00065,0.00008,0.00076
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,PTH,2,32,1,0,0.00001,0.00005,0.00091,0.00009,0.00105
./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 1 ,OMP,2,32,1,1,0.00001,0.00003,0.00065,0.00007,0.00076
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,PTH,2,32,1,1,0.00001,0.00005,0.00090,0.00009,0.00105
./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 1 ,OMP,2,32,1,2,0.00001,0.00003,0.00065,0.00009,0.00077
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,PTH,2,32,1,2,0.00001,0.00005,0.00090,0.00008,0.00104
./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 1 ,OMP,2,32,1,3,0.00001,0.00003,0.00066,0.00008,0.00078
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,PTH,2,32,1,3,0.00001,0.00005,0.00090,0.00009,0.00105
./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 1 ,OMP,2,32,1,4,0.00001,0.00003,0.00066,0.00008,0.00078
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,PTH,2,32,1,4,0.00001,0.00005,0.00092,0.00010,0.00108
./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 1 ,OMP,2,32,1,5,0.00001,0.00002,0.00065,0.00007,0.00074
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,PTH,2,32,1,5,0.00001,0.00008,0.00088,0.00009,0.00106
./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 1 ,OMP,2,32,1,6,0.00001,0.00002,0.00066,0.00007,0.00076
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,PTH,2,32,1,6,0.00001,0.00005,0.00097,0.00012,0.00115
./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 1 ,OMP,2,32,1,7,0.00001,0.00002,0.00065,0.00008,0.00076
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,PTH,2,32,1,7,0.00001,0.00005,0.00091,0.00009,0.00106
./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 1 ,OMP,2,32,1,8,0.00001,0.00002,0.00066,0.00007,0.00076
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,PTH,2,32,1,8,0.00001,0.00005,0.00090,0.00008,0.00104
./mandelbrot_omp -0.8 -0.7 0.05 0.15 32 1 ,OMP,2,32,1,9,0.00001,0.00002,0.00065,0.00007,0.00074
./mandelbrot_pth -0.8 -0.7 0.05 0.15 32 1 ,PTH,2,32,1,9,0.00001,0.00006,0.00086,0.00011,0.00103
./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 1 ,OMP,2,64,1,0,0.00001,0.00009,0.00256,0.00014,0.00279
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,PTH,2,64,1,0,0.00001,0.00013,0.00290,0.00018,0.00323
./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 1 ,OMP,2,64,1,1,0.00001,0.00009,0.00254,0.00013,0.00277
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,PTH,2,64,1,1,0.00001,0.00013,0.00287,0.00024,0.00325
./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 1 ,OMP,2,64,1,2,0.00001,0.00010,0.00258,0.00016,0.00285
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,PTH,2,64,1,2,0.00001,0.00012,0.00277,0.00022,0.00311
./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 1 ,OMP,2,64,1,3,0.00001,0.00009,0.00239,0.00022,0.00271
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,PTH,2,64,1,3,0.00001,0.00011,0.00262,0.00018,0.00292
./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 1 ,OMP,2,64,1,4,0.00001,0.00008,0.00239,0.00011,0.00259
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,PTH,2,64,1,4,0.00001,0.00011,0.00259,0.00014,0.00284
./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 1 ,OMP,2,64,1,5,0.00001,0.00008,0.00249,0.00010,0.00268
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,PTH,2,64,1,5,0.00001,0.00012,0.00264,0.00017,0.00294
./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 1 ,OMP,2,64,1,6,0.00001,0.00008,0.00248,0.00010,0.00267
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,PTH,2,64,1,6,0.00001,0.00010,0.00256,0.00014,0.00281
./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 1 ,OMP,2,64,1,7,0.00001,0.00008,0.00239,0.00012,0.00260
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,PTH,2,64,1,7,0.00001,0.00010,0.00260,0.00013,0.00285
./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 1 ,OMP,2,64,1,8,0.00001,0.00008,0.00238,0.00010,0.00257
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,PTH,2,64,1,8,0.00001,0.00010,0.00268,0.00014,0.00294
./mandelbrot_omp -0.8 -0.7 0.05 0.15 64 1 ,OMP,2,64,1,9,0.00001,0.00008,0.00239,0.00010,0.00258
./mandelbrot_pth -0.8 -0.7 0.05 0.15 64 1 ,PTH,2,64,1,9,0.00001,0.00010,0.00266,0.00015,0.00293
./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 1 ,OMP,2,128,1,0,0.00001,0.00032,0.00970,0.00028,0.01030
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,PTH,2,128,1,0,0.00001,0.00033,0.00956,0.00038,0.01028
./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 1 ,OMP,2,128,1,1,0.00001,0.00031,0.00954,0.00039,0.01025
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,PTH,2,128,1,1,0.00001,0.00036,0.01014,0.00049,0.01100
./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 1 ,OMP,2,128,1,2,0.00001,0.00031,0.00935,0.00027,0.00994
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,PTH,2,128,1,2,0.00001,0.00033,0.00943,0.00040,0.01017
./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 1 ,OMP,2,128,1,3,0.00001,0.00031,0.00938,0.00027,0.00998
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,PTH,2,128,1,3,0.00001,0.00030,0.00926,0.00038,0.00995
./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 1 ,OMP,2,128,1,4,0.00001,0.00032,0.00913,0.00029,0.00975
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,PTH,2,128,1,4,0.00001,0.00030,0.00938,0.00047,0.01016
./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 1 ,OMP,2,128,1,5,0.00001,0.00028,0.00887,0.00023,0.00939
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,PTH,2,128,1,5,0.00001,0.00032,0.00928,0.00040,0.01001
./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 1 ,OMP,2,128,1,6,0.00001,0.00038,0.00918,0.00028,0.00986
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,PTH,2,128,1,6,0.00001,0.00029,0.00894,0.00036,0.00960
./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 1 ,OMP,2,128,1,7,0.00001,0.00030,0.00914,0.00032,0.00977
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,PTH,2,128,1,7,0.00001,0.00029,0.00905,0.00037,0.00972
./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 1 ,OMP,2,128,1,8,0.00001,0.00030,0.00885,0.00040,0.00955
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,PTH,2,128,1,8,0.00001,0.00032,0.00893,0.00038,0.00965
./mandelbrot_omp -0.8 -0.7 0.05 0.15 128 1 ,OMP,2,128,1,9,0.00001,0.00036,0.00874,0.00027,0.00938
./mandelbrot_pth -0.8 -0.7 0.05 0.15 128 1 ,PTH,2,128,1,9,0.00001,0.00031,0.00893,0.00036,0.00961
./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 1 ,OMP,2,256,1,0,0.00001,0.00120,0.03551,0.00115,0.03787
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,PTH,2,256,1,0,0.00001,0.00121,0.03422,0.00130,0.03674
./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 1 ,OMP,2,256,1,1,0.00001,0.00117,0.03418,0.00101,0.03636
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,PTH,2,256,1,1,0.00001,0.00130,0.03508,0.00150,0.03789
./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 1 ,OMP,2,256,1,2,0.00001,0.00138,0.03587,0.00114,0.03839
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,PTH,2,256,1,2,0.00001,0.00122,0.03671,0.00134,0.03928
./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 1 ,OMP,2,256,1,3,0.00001,0.00124,0.03823,0.00142,0.04090
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,PTH,2,256,1,3,0.00001,0.00140,0.04022,0.00134,0.04296
./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 1 ,OMP,2,256,1,4,0.00001,0.00146,0.04011,0.00138,0.04296
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,PTH,2,256,1,4,0.00001,0.00135,0.04013,0.00173,0.04322
./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 1 ,OMP,2,256,1,5,0.00001,0.00141,0.04141,0.00095,0.04379
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,PTH,2,256,1,5,0.00002,0.00149,0.04105,0.00185,0.04441
./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 1 ,OMP,2,256,1,6,0.00002,0.00177,0.04219,0.00121,0.04519
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,PTH,2,256,1,6,0.00001,0.00143,0.04214,0.00148,0.04506
./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 1 ,OMP,2,256,1,7,0.00001,0.00164,0.04259,0.00125,0.04549
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,PTH,2,256,1,7,0.00001,0.00144,0.04290,0.00184,0.04620
./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 1 ,OMP,2,256,1,8,0.00001,0.00168,0.04314,0.00279,0.04763
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,PTH,2,256,1,8,0.00002,0.00192,0.04378,0.00154,0.04727
./mandelbrot_omp -0.8 -0.7 0.05 0.15 256 1 ,OMP,2,256,1,9,0.00001,0.00146,0.04356,0.00156,0.04659
./mandelbrot_pth -0.8 -0.7 0.05 0.15 256 1 ,PTH,2,256,1,9,0.00002,0.00159,0.04430,0.00152,0.04743
